Text,Source,User.Name,User.Screen_name,User.Location,User.Url,User.Description,User.Verified,User.Followers_count,User.Friends_count,User.Listed_count,User.Favourites_count,User.Statuses_count,User.Created_at,User.default_profile_image,User.following,Is_quote_status,Retweeted_status,Quote_count,Reply_count,Retweet_count,Favorite_count,Favorited,Retweeted,Possibly_sensitive,TweetLength,NumberOfWords,HasUrl,UrlCount,HasMentions,MentionsCount,HasHashtags,HashtagsCount,HasQuestionMark,QuestionMarkCount,HasExclamation,ExclamationCount,HasSpecialCharacter,SpecialCharacterCount,HasEmotions,EmotionsCount,AccountAge,FollowersToAccountAge,FriendsToAccountAge,StatusesCountToAccountAge,Class
VIDEO from the scene of fatal shooting in Paris http://t.co/sL3aG464Lt #CharlieHebdo http://t.co/FLC3mR5C2S,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT,RT_com,,http://t.co/bDDyvy9DmR,"RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.",TRUE,842294,460,13582,26,105003,Tue Aug 11 06:12:45 +0000 2009,FALSE,FALSE,FALSE,null,null,null,203,34,FALSE,FALSE,FALSE,107,12,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,6,140382.3333,76.66666667,17500.5,non-rumour
It would go some way as a tribute to those killed at #CharlieHebdo if papers in every democracy published this Thurs http://t.co/CyqwWWWgJh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",David Jack,DJack_Journo,London,null,"Doing the Business on The Times, very tired dad-of-two still fighting WWII and expounder of views which are all my own. RT not necessarily an endorsement",TRUE,3560,1011,99,206,19996,Tue Nov 27 00:53:26 +0000 2012,FALSE,FALSE,FALSE,null,null,null,504,207,FALSE,FALSE,FALSE,139,22,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,3,1186.666667,337,6665.333333,non-rumour
French president #Hollande says there is no doubt attack on #CharlieHebdo is terrorist attack. http://t.co/Rve1Lp0EXf http://t.co/8LFA5LFSnS,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",euronews,euronews,Europe,http://t.co/tLR3OKNe0U,Most watched news channel in Europe. We tweet in 13 languages. Choose yours: http://t.co/oJUYq0FdJC,TRUE,129472,337,4085,615,48435,Wed Mar 18 12:57:11 +0000 2009,FALSE,FALSE,FALSE,null,null,null,130,20,FALSE,FALSE,FALSE,140,16,TRUE,2,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,6,FALSE,0,6,21578.66667,56.16666667,8072.5,non-rumour
DEVELOPING: Paris on high terrorist alert after #CharlieHebdo shooting - Hollande http://t.co/3Jsosc7yl3 http://t.co/Lvv3J8o6e8,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT,RT_com,,http://t.co/bDDyvy9DmR,"RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.",TRUE,842356,460,13588,26,105008,Tue Aug 11 06:12:45 +0000 2009,FALSE,FALSE,FALSE,null,null,null,133,19,FALSE,FALSE,FALSE,127,13,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,7,FALSE,0,6,140392.6667,76.66666667,17501.33333,non-rumour
Check this photo via journo @EliseBarthet. Alleged pic of the gunmen facing a police car near #CharlieHebdo offices: http://t.co/eBpt190LD0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jenan Moussa,jenanmoussa,"Currently Dubai, UAE",http://t.co/09rGIaSHPW,Roving Reporter for Arabic Al Aan TV from Dubai. RT ? endorsement. * Photos: All Rights Reserved - Al Aan TV* http://t.co/AjicoXcm1i,TRUE,85221,565,2647,74,13118,Thu May 27 07:38:05 +0000 2010,FALSE,FALSE,FALSE,null,null,null,107,24,FALSE,FALSE,TRUE,139,19,TRUE,1,TRUE,1,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,17044.2,113,2623.6,non-rumour
"We don't know who carried out Charlie Hebdo attack. However if they were Muslims, then they are the enemies of me and most other Muslims.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mohammed Amin,Mohammed_Amin,London,http://t.co/D7y5qL27kx,Chairman of Conservative Muslim Forum. Co-Chair of @MJF_Manchester. Patron of @CfCeduk. Patron of @TellMAMAUK. @ClareCollege Alumnus of the Year 2014.,FALSE,1314,148,30,9,7831,Wed Mar 31 22:40:31 +0000 2010,FALSE,FALSE,FALSE,null,null,null,483,390,FALSE,FALSE,FALSE,137,25,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,262.8,29.6,1566.2,non-rumour
Here are some of the satirical pictures Charlie Hebdo have produced #freespeech #BanIslam http://t.co/m4OaNCf5e0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",David Jones,DavidJo52951945,Southampton/ Isle of Wight,null,"UK government have abandoned Brits. We need to exit EU, ECHR, stop all immigration + look after British people. Like UKIP. All my views. I follow back",FALSE,13269,13219,79,1357,61051,Sun Jan 27 19:05:29 +0000 2013,FALSE,FALSE,FALSE,null,null,null,130,42,FALSE,FALSE,FALSE,112,14,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,2,6634.5,6609.5,30525.5,non-rumour
#CharlieHebdo: Love is stronger than hate. http://t.co/23KHz2OsH3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jane Bradley,jane__bradley,London (via Yorkshire),http://t.co/41xzCZ9wzv,Another investigative journalist who thinks they work for MI5.' Was at @BBCPanorama. Now freelance @C4Dispatches. Latest film: http://t.co/B8euUFKNa6,FALSE,6728,979,243,6112,24994,Tue Feb 10 21:32:42 +0000 2009,FALSE,FALSE,FALSE,null,null,null,485,194,FALSE,FALSE,FALSE,65,7,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,6,1121.333333,163.1666667,4165.666667,non-rumour
#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP http://t.co/ZK41w7J7yc,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AFP Photo Department,AFPphoto,worldwide,http://t.co/b5OsW0fRWU,AFP Photo's official Twitter account. Tweeting news and features from Agence France-Presse's global photo network,FALSE,36094,241,1475,70,4627,Mon Oct 08 14:43:38 +0000 2012,FALSE,FALSE,FALSE,null,null,null,179,29,FALSE,FALSE,FALSE,130,14,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,4,FALSE,0,3,12031.33333,80.33333333,1542.333333,non-rumour
Spread this cover in solidarity with the victims at Charlie Hebdo. Don't let the sword conquer the pen. http://t.co/XVkPPbkLhn,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix for Android</a>",Ivo Vegter,IvoVegter,"Knysna, South Africa",http://t.co/Gf1P1lzH65,Columnist on liberty and free markets. Author of Extreme Environment. Speaker on scary bananas. Defender of the innocent. Debunker of myths. Not for sale.,FALSE,12042,2267,318,1,59289,Wed Dec 19 18:50:48 +0000 2007,FALSE,FALSE,FALSE,null,null,null,165,33,FALSE,FALSE,FALSE,126,19,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,3,FALSE,0,8,1505.25,283.375,7411.125,non-rumour
TREND IT #IStandWithFrance http://t.co/7M7PwFJnkz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",? ?!?? ????!V?? ?,timsullivan23,NY,http://timsullivan23.tumblr.com,The Official ?!?? ????!V?? ? EDM Promoter ? #KingSullivan of #WeedSquad & #HolySmokers ? Vine: @timsullivan23 ? Instagram: kingsullivan23 ? Snap: kingsullivan13,FALSE,101959,472,119,10332,26485,Wed Dec 21 09:56:49 +0000 2011,FALSE,null,FALSE,null,null,null,110,30,FALSE,FALSE,TRUE,49,4,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,4,25489.75,118,6621.25,non-rumour
BREAKING: Astonishing video of the Paris terror attack as it was happening &gt; http://t.co/sglPyWCWhL (via @BBCDanielS ) #CharlieHebdo,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Piers Morgan,piersmorgan,"London, Newick, LA. ",null,"One day you're the cock of the walk, the next a feather duster.'",TRUE,4327788,941,17640,22,58071,Tue Nov 16 09:37:44 +0000 2010,FALSE,FALSE,FALSE,null,null,null,375,241,FALSE,FALSE,FALSE,135,18,TRUE,1,TRUE,1,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,5,865557.6,188.2,11614.2,non-rumour
We strongly condemn the horrible shooting at #CharlieHebdo. We must all stand up for freedom of speech and expression. @Charlie_Hebdo_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Alexander Stubb,alexstubb,Finland,http://t.co/uTpVlYK8Hu,Prime Minister of Finland. Chairman of Kokoomus. Eternal optimist. Sub 10h Ironman. What you tweet is what you get.,TRUE,173586,2000,1220,712,15994,Tue Apr 28 12:10:50 +0000 2009,FALSE,FALSE,FALSE,null,null,null,240,195,FALSE,FALSE,FALSE,134,20,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,6,28931,333.3333333,2665.666667,non-rumour
Video of #terrorists attacking Charlie Hebdo HQ in Paris http://t.co/SdniwkJtT1 http://t.co/z6O8IhNjCk,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Russian Market,russian_market,,https://t.co/2Fg5EISZgh,News. Politics. Economics. Finance. Banks. Forex. EU. Russia. Ukraine. Breaking News. Ruble. Russian Stocks. Russia Bonds. Russian Market Updates.,FALSE,135092,455,1357,505,69917,Wed Jan 26 19:56:43 +0000 2011,FALSE,FALSE,FALSE,null,null,null,106,20,FALSE,FALSE,FALSE,102,11,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,4,33773,113.75,17479.25,non-rumour
"Six days after Charlie Hebdo?s offices were firebombed, their front cover was this. ?Love is stronger than hate.? http://t.co/7YInU4Cc00","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",SimonNRicketts,SimonNRicketts,"Watford, Hertfordshire",http://t.co/eHmUVypAKb,"A journalist, indie screenwriter, script editor. Was at The Watford Observer, Daily Mail and The Independent. Now on The Guardian night team. Rarely serious.",FALSE,28590,835,745,458,66493,Wed Jan 14 19:35:13 +0000 2009,FALSE,FALSE,FALSE,null,null,null,895,295,FALSE,FALSE,FALSE,136,19,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,3,FALSE,0,6,4765,139.1666667,11082.16667,non-rumour
Shocked &amp; appalled by senseless attack at 'Charlie Hebdo' - London stands with Paris &amp; the people of France against this horrific scourge,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Boris Johnson,MayorofLondon,London,null,"This is the official Twitter account for the Mayor of London, Boris Johnson. See all of City Hall?s official social media accounts: http://t.co/gnQrQdvRVJ",TRUE,1098367,3332,7506,0,4268,Thu May 08 13:23:35 +0000 2008,FALSE,FALSE,FALSE,null,null,null,572,374,FALSE,FALSE,FALSE,145,23,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,3,FALSE,0,7,156909.5714,476,609.7142857,non-rumour
BREAKING: French government raises security alert to highest level after deadly attack at magazine Charlie Hebdo. http://t.co/ak9mTVfJdR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CNN International,cnni,Everywhere,http://t.co/kdkv08KSgi,"Breaking news from around the world, plus business, sports, entertainment and travel. We #gothere.",TRUE,3028493,389,24402,208,74969,Sat Mar 24 10:48:14 +0000 2007,FALSE,FALSE,FALSE,null,null,null,236,64,FALSE,FALSE,FALSE,136,17,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,3,FALSE,0,8,378561.625,48.625,9371.125,non-rumour
"Charlie Hebdo, we love you","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The Daily Mash,thedailymash,,http://t.co/SBmJ32I1Su,satire,TRUE,93337,4037,1728,0,8946,Tue Jan 06 09:27:06 +0000 2009,FALSE,FALSE,FALSE,null,null,null,417,279,FALSE,FALSE,FALSE,26,5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,15556.16667,672.8333333,1491,non-rumour
"Our sympathies &amp; prayers are with the victims, their families &amp; the French people.  #Ahmadiyya Muslims totally condemn murder #CharlieHebdo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ahmadiyya Press ,pressahmadiyya,London,http://t.co/wTTloeoSFl,The official Twitter account of the Ahmadiyya Muslim Community's International Press & Media Office.,FALSE,3056,30,22,686,1965,Tue Mar 25 10:54:55 +0000 2014,FALSE,FALSE,FALSE,null,null,null,128,33,FALSE,FALSE,FALSE,147,21,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,2,FALSE,0,1,3056,30,1965,non-rumour
"I don't support the cartoons or language published by publishers BUT #CharlieHebdo attack is indeed ""sickening"". 11 dead in #terrorattack","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sukh Sandhu,SukhSandhu,Global Citizen,http://t.co/6Ak1Z3DubD,"Official Account #ISO 9001 Auditor, Designer/Developer #Lecturer #Migration Agent, Top 500 #Blogger #Writer #Poet #Consultant #National #Compliance #Manager",FALSE,692611,120866,284,15483,30558,Sun Mar 29 16:53:41 +0000 2009,FALSE,FALSE,FALSE,null,null,null,374,15,FALSE,FALSE,FALSE,137,20,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,115435.1667,20144.33333,5093,non-rumour
Freedom of expression should never be an act of bravery. Whoever threatens it is an enemy of all freedom-loving people. #CharlieHebdo,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Julie Lenarz,MsIntervention,London,http://t.co/KZ71Xmieyt,Political adviser. Executive Director Human Security Centre @HS_Centre; Chair of MidEast division; Co-chair Security & Defence.,FALSE,24630,361,554,2207,13187,Thu Dec 08 22:01:46 +0000 2011,FALSE,FALSE,FALSE,null,null,null,139,77,FALSE,FALSE,FALSE,133,21,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,4,6157.5,90.25,3296.75,non-rumour
Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer. http://t.co/YGscPqvtYM,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The Cartoon Movement,cartoonmovement,Amsterdam,http://t.co/8gOqJvZovd,Publishing platform and community for international network of editorial cartoonists and comic journalists.  Tweets by @royaards,FALSE,4617,1350,253,5,3905,Thu Sep 23 08:48:31 +0000 2010,FALSE,FALSE,FALSE,null,null,null,335,117,FALSE,FALSE,FALSE,133,20,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,923.4,270,781,non-rumour
France raises national alert system to highest level after attack at Charlie Hebdo HQ http://t.co/TyRyAhzSPP http://t.co/cWYQCmwg0z,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",NBC News,NBCNews,"New York, NY",http://t.co/UXSP362YuW,A leading source of global news and information for more than 75 years. Have a news tip or question? Ask @jbaiata or @jilliansed.,TRUE,2002874,2892,24915,406,45142,Tue Mar 18 23:19:17 +0000 2008,FALSE,FALSE,FALSE,null,null,null,224,66,FALSE,FALSE,FALSE,131,16,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,6,FALSE,0,7,286124.8571,413.1428571,6448.857143,non-rumour
"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/Mbn5SiWA7Z","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Steve Clark,steveclarkuk,"Hampshire, UK",http://t.co/OuIQS7nFS0,"Dad, journalist, PR advisor and publisher at @splendidmediauk and author of books including Only Fools & Horses: The Official Inside Story and @tvlocationguide",FALSE,34754,34515,257,7602,34682,Mon Jan 17 19:41:27 +0000 2011,FALSE,FALSE,FALSE,null,null,null,281,148,FALSE,FALSE,FALSE,139,25,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,4,FALSE,0,4,8688.5,8628.75,8670.5,non-rumour
"""100 lashes if you don't die of laughter."" Eleven people killed over this. #Paris #CharlieHebdo http://t.co/87cB3mWVAQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ninaburleigh,ninaburleigh,new york city,http://t.co/yzYD60VvyZ,"Journalist @newsweek, bestselling author. Anywhere on the Med. And Washington, D.C.",FALSE,2151,430,98,2983,4237,Tue Oct 28 19:52:18 +0000 2008,FALSE,FALSE,FALSE,null,null,null,252,64,FALSE,FALSE,FALSE,118,16,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,7,307.2857143,61.42857143,605.2857143,non-rumour
How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this. http://t.co/sC2ot63F6j,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",Nelson Jones,Heresy_Corner,Cambridge,http://t.co/3nF8nkFdkC,"Aka the Heresiarch; 

A sceptic, not a Skeptic",FALSE,4144,414,185,500,27923,Sun Jul 26 12:40:25 +0000 2009,FALSE,FALSE,FALSE,null,null,null,228,77,FALSE,FALSE,FALSE,132,20,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,TRUE,3,FALSE,0,6,690.6666667,69,4653.833333,non-rumour
There is never justification for violence because one is offended by a cartoon. Ever. #CharlieHebdo http://t.co/RhBpC5Iwh9,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Ann Telnaes,AnnTelnaes,"Washington, DC",http://t.co/50uqjX8dV3,"Pushy Pulitzer prize winning editorial cartoonist, editorial cartoons for the Washington Post",FALSE,3039,441,126,718,2327,Thu Apr 19 18:51:43 +0000 2012,FALSE,FALSE,FALSE,null,null,null,243,133,FALSE,FALSE,FALSE,122,16,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,3,1013,147,775.6666667,non-rumour
"Worth remembering Jens Stoltenberg's words after Ut?ya: ""Our response is more democracy, more openness and more humanity"" #CharlieHebdo","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Steve Bloomfield,BloomfieldSJ,London,http://t.co/2QPBp1dxkZ,Monocle's foreign editor and host of The Foreign Desk; author of 'Africa United: How Football Explains Africa'; sometimes wears glasses,FALSE,2342,375,94,2,2150,Sun Jun 21 22:05:08 +0000 2009,FALSE,FALSE,FALSE,null,null,null,562,291,FALSE,FALSE,FALSE,135,18,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,390.3333333,62.5,358.3333333,non-rumour
#CharlieHebdo Attack. I have just been asked by AlJazeera if CharlieHebdo journalists should apologize (for making fun at Islamists).,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Agnes Poirier,AgnesCPoirier,Europe,http://t.co/Z679VNZ1Vb,"Journalist, writer and broadcaster.",FALSE,4577,373,136,1,1052,Fri Feb 24 13:18:20 +0000 2012,FALSE,FALSE,FALSE,null,null,null,1522,303,FALSE,FALSE,FALSE,133,19,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,3,1525.666667,124.3333333,350.6666667,non-rumour
At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Destroyer,destroyoislamo,The Underworld,null,"Pro freedom & democracy. Pure Infidel. Islam's a disease. Like Angola, the world should ban the cult of Islam. #AntiIslam #FuckPalestine #FuckISIS #FuckIslam",FALSE,3340,3496,51,29304,15196,Tue Sep 16 17:04:34 +0000 2014,FALSE,FALSE,FALSE,null,null,null,165,50,FALSE,FALSE,FALSE,138,21,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,1,3340,3496,15196,non-rumour
LATEST: At least 11 dead in shooting at French magazine #CharlieHebdo; France raises terror alert to highest level http://t.co/JVRjF5b1lw,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Fox News,FoxNews,U.S.A.,http://t.co/ZYG58XZtAC,"America?s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.",TRUE,4729485,381,44717,9,190152,Sat Mar 17 19:01:26 +0000 2007,FALSE,FALSE,FALSE,null,null,null,278,68,FALSE,FALSE,FALSE,137,19,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,8,591185.625,47.625,23769,non-rumour
#France has a problem (and quite a serious one) #CharlieHebdo http://t.co/H15l2ARF3d,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Abel Riu,abelicc,Barcelona,http://t.co/80kO73tuPT,"Political Scientist - MSc International Studies at Uppsala University. Focus on Russia & former USSR, Eastern Europe, China, Middle East. #datalover",FALSE,1356,1295,57,810,5907,Mon May 30 23:12:30 +0000 2011,FALSE,FALSE,FALSE,null,null,null,113,28,FALSE,FALSE,FALSE,84,11,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,5,FALSE,0,4,339,323.75,1476.75,non-rumour
Masked gunmen pictured near #CharlieHebdo offices http://t.co/Zvfj25EnEc http://t.co/qTWhoLqICk,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Daily Mail Online,MailOnline,,http://t.co/5os3efPsqo,Top stories from the Daily Mail. Follow @DailyMail for U.S. news and @DailyMailPics for photos. Facebook: http://t.co/jA8nz6NN5Z,TRUE,818667,2355,7653,464,125650,Tue Jul 15 10:17:46 +0000 2008,FALSE,FALSE,FALSE,null,null,null,127,27,FALSE,FALSE,FALSE,95,8,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,7,116952.4286,336.4285714,17950,non-rumour
Fact: Most every journalist in India will stand with #CharlieHebdo. But not one publication will reprint their most controversial work.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sadanand Dhume,dhume,"Washington, DC",http://t.co/uJ0asAdw7D,"AEI Fellow, WSJ Columnist, FP Twitterati 100. (I share news and opinion from South Asia and the world.)",TRUE,55677,402,854,1005,32967,Tue Jun 16 17:34:17 +0000 2009,FALSE,FALSE,FALSE,null,null,null,580,200,FALSE,FALSE,FALSE,135,20,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,9279.5,67,5494.5,non-rumour
"We condemn the attack on #CharlieHebdo Whomever the attackers are, and whatever the cause may be, nothing justifies the taking of life","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MCB,MuslimCouncil,Great Britain  ,http://t.co/aotSTIAB2M,Official twitter feed of the Muslim Council of Britain - the UK's largest Muslim umbrella body. Working for the Common Good. Re-tweets are not endorsements.,FALSE,19055,787,267,37,10184,Thu Jul 09 10:05:05 +0000 2009,FALSE,FALSE,FALSE,null,null,null,361,140,FALSE,FALSE,FALSE,134,22,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,3175.833333,131.1666667,1697.333333,non-rumour
The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers http://t.co/QeDw4tRoK9,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tom Holland,holland_tom,London,http://t.co/L0mpHHZZqm,"Historian: 'Rubicon', 'Persian Fire', 'Millennium', 'In The Shadow of the Sword'. Translation of Herodotus now out. 6-hitter, prince-bowler. Dinosaur lover.",TRUE,27700,924,596,1773,60318,Tue Jan 18 17:14:13 +0000 2011,FALSE,FALSE,FALSE,null,null,null,1642,695,FALSE,FALSE,FALSE,140,23,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,4,6925,231,15079.5,non-rumour
